concept_id,concept,direction,selection,event_id,prompt,prompt_group_id,preferred_image_id,rejected_image_id,preferred_score,rejected_score,difference,preferred_thumbnail,rejected_thumbnail,preferred_metadata,rejected_metadata,human_review_status,concept_present_preferred,concept_present_rejected,reviewer_notes
38940,red-flag,1,random_audit,imagereward:test:007713-0046,Boris Johnson and Eminen on a stage having an epic rap battle together,b0d04d7cbc27aada61a2a2c88184bd2d92ab094fb3d6dff2db24cef0f2bfee54,imagereward:images/test/test_1/047841df-97f9-4a15-b607-09277e3b1b95.webp,imagereward:images/test/test_1/9dc88b05-f911-4a4d-abdb-e0bd03c4d01b.webp,0.2809129059314728,0.24018752574920654,0.040725380182266235,gallery_images/2802ffe76385d498d3c98a7f.jpg,gallery_images/052da60eedfc881426be243b.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38940,red-flag,1,random_audit,imagereward:test:009006-0102,"Horrifying creature, haunted, horror",6ee1b52c63caf60d8db23751287681018dfce76c98cca49820b5a1a91db4b14a,imagereward:images/test/test_1/47761b6c-fcc4-4ebc-b29c-cb09c59deddb.webp,imagereward:images/test/test_1/ee22e72c-0ddd-471d-af26-6418340a73aa.webp,0.13901987671852112,0.14502465724945068,-0.006004780530929565,gallery_images/1cf2f88c73d465d48841e83c.jpg,gallery_images/a3833c3d508a381bb1502d1d.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
38963,red-velvet,1,supportive,imagereward:test:007108-0023,"Drama King, photorealistic portrait, 8K, Cinematic lights",ef2867fcf92c49c0e0df371e211de33e9cb3a855515d164fb388da6adfa9674f,imagereward:images/test/test_1/f8a0eef2-3b05-4afe-bac3-1845cd7d2f4b.webp,imagereward:images/test/test_1/ac661be8-4c31-48cf-a99f-32633b6c4504.webp,0.2838202714920044,0.16710048913955688,0.11671978235244751,gallery_images/60b877768d3a0603056d1bdc.jpg,gallery_images/51104f6c5db156805e1e2dd9.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38963,red-velvet,1,supportive,imagereward:test:007753-0023,"cute little dragon, gnome, elf, mage playing dnd at night in a medieval bar, fantasy, concept art, highly detailed, octane, unreal engine, anime, by laurel d austin, ghibly, disney, pixar, dreamworks ",77cb27c971e724eb8140a8c0cf5b6359435ee02a1ea4919b5eb41d3a8f646518,imagereward:images/test/test_1/e00c1d73-d02d-431f-b317-14ed49f94d99.webp,imagereward:images/test/test_1/0917eb53-1554-42e5-8a85-309a1ee97a6b.webp,0.25933757424354553,0.16653048992156982,0.09280708432197571,gallery_images/bf64f256be978b78a93eeb63.jpg,gallery_images/1e9d78a98c04daee1ee45680.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}",unverified,,,
38963,red-velvet,1,counterexample,imagereward:test:007019-0095,"astronaut drifting afloat in space, in the darkness away from anyone else, alone, digital render, detailed illustration, black background dotted with stars, concept art, realistic, 8 k ",1cc69dd90585fe53b316368e8bec20b67a8c2abe627e4c2c13fb492b5775f876,imagereward:images/test/test_1/2d047220-c2f9-4dcc-b4c4-96496276f3fd.webp,imagereward:images/test/test_1/3ba95678-d137-441d-ae6f-ece52724b225.webp,0.1544732302427292,0.26819556951522827,-0.11372233927249908,gallery_images/033d5b9651fcf749d627459e.jpg,gallery_images/737a60fda323d2714b04f70a.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38963,red-velvet,1,counterexample,imagereward:test:007108-0023,"Drama King, photorealistic portrait, 8K, Cinematic lights",ef2867fcf92c49c0e0df371e211de33e9cb3a855515d164fb388da6adfa9674f,imagereward:images/test/test_1/2fdb6c81-e1bd-460c-84e2-2bf3b295a40d.webp,imagereward:images/test/test_1/f8a0eef2-3b05-4afe-bac3-1845cd7d2f4b.webp,0.1794039011001587,0.2838202714920044,-0.1044163703918457,gallery_images/af77012debe518c25169cf76.jpg,gallery_images/60b877768d3a0603056d1bdc.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38963,red-velvet,1,random_audit,imagereward:test:010921-0064,"a bright fantasy city built between cliffs, sleek glass buildings, elegant bridges between stalactites, illustration, raining, dark and moody lighting, at night, digital art, oil painting, cold blue tones, fantasy, 8 k, trending on artstation, detailed ",665c1a33f8f1af344f90fa208a200d26840e5d698cb7054b07fa9ce4364938a1,imagereward:images/test/test_2/f0c4de4f-0e70-44e5-a872-8e0a11e94df3.webp,imagereward:images/test/test_2/481c5c41-fe90-44a6-a4d6-d48706d6f7f7.webp,0.13552990555763245,0.1469430923461914,-0.01141318678855896,gallery_images/4f189977b012407e5e64abad.jpg,gallery_images/1bae0b95af7ad69b5daffdf8.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}",unverified,,,
38963,red-velvet,1,random_audit,imagereward:test:007108-0023,"Drama King, photorealistic portrait, 8K, Cinematic lights",ef2867fcf92c49c0e0df371e211de33e9cb3a855515d164fb388da6adfa9674f,imagereward:images/test/test_1/2fdb6c81-e1bd-460c-84e2-2bf3b295a40d.webp,imagereward:images/test/test_1/f8a0eef2-3b05-4afe-bac3-1845cd7d2f4b.webp,0.1794039011001587,0.2838202714920044,-0.1044163703918457,gallery_images/af77012debe518c25169cf76.jpg,gallery_images/60b877768d3a0603056d1bdc.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
22951,hot-pink,1,supportive,imagereward:test:007753-0023,"cute little dragon, gnome, elf, mage playing dnd at night in a medieval bar, fantasy, concept art, highly detailed, octane, unreal engine, anime, by laurel d austin, ghibly, disney, pixar, dreamworks ",77cb27c971e724eb8140a8c0cf5b6359435ee02a1ea4919b5eb41d3a8f646518,imagereward:images/test/test_1/463f4d45-a808-47a6-a11e-365e25bec01a.webp,imagereward:images/test/test_1/522c69d4-c249-465c-a613-a353dc4d88c7.webp,0.27362537384033203,0.1516656130552292,0.12195976078510284,gallery_images/01b91a25b3928cf352748984.jpg,gallery_images/121a29dadf7216ae1622556d.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}",unverified,,,
22951,hot-pink,1,supportive,imagereward:test:010918-0030,the pope in saving private james ryan ,9ed63beff86d5e18e4048901428ee78733de38893029c7c73093da1301c7baa5,imagereward:images/test/test_2/cbc83c67-d5cb-4872-95c7-f46ca0cdcd6c.webp,imagereward:images/test/test_2/456f2d52-b588-400f-a7f4-d0643891a153.webp,0.29311084747314453,0.17258372902870178,0.12052711844444275,gallery_images/d664aa5be8f6b3d7166b32c7.jpg,gallery_images/3fdb1a604a1f726047899272.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
22951,hot-pink,1,counterexample,imagereward:test:007019-0095,"astronaut drifting afloat in space, in the darkness away from anyone else, alone, digital render, detailed illustration, black background dotted with stars, concept art, realistic, 8 k ",1cc69dd90585fe53b316368e8bec20b67a8c2abe627e4c2c13fb492b5775f876,imagereward:images/test/test_1/2d047220-c2f9-4dcc-b4c4-96496276f3fd.webp,imagereward:images/test/test_1/6e5e7414-718a-4392-b52c-2d932c488087.webp,0.14444103837013245,0.2754332721233368,-0.13099223375320435,gallery_images/033d5b9651fcf749d627459e.jpg,gallery_images/135e55bf511209cf3e0b0055.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
22951,hot-pink,1,counterexample,imagereward:test:007753-0023,"cute little dragon, gnome, elf, mage playing dnd at night in a medieval bar, fantasy, concept art, highly detailed, octane, unreal engine, anime, by laurel d austin, ghibly, disney, pixar, dreamworks ",77cb27c971e724eb8140a8c0cf5b6359435ee02a1ea4919b5eb41d3a8f646518,imagereward:images/test/test_1/e00c1d73-d02d-431f-b317-14ed49f94d99.webp,imagereward:images/test/test_1/463f4d45-a808-47a6-a11e-365e25bec01a.webp,0.16010423004627228,0.27362537384033203,-0.11352114379405975,gallery_images/bf64f256be978b78a93eeb63.jpg,gallery_images/01b91a25b3928cf352748984.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Indoor Scenes""}",unverified,,,
22951,hot-pink,1,random_audit,imagereward:test:007108-0023,"Drama King, photorealistic portrait, 8K, Cinematic lights",ef2867fcf92c49c0e0df371e211de33e9cb3a855515d164fb388da6adfa9674f,imagereward:images/test/test_1/2fdb6c81-e1bd-460c-84e2-2bf3b295a40d.webp,imagereward:images/test/test_1/f8a0eef2-3b05-4afe-bac3-1845cd7d2f4b.webp,0.20857563614845276,0.2728407382965088,-0.06426510214805603,gallery_images/af77012debe518c25169cf76.jpg,gallery_images/60b877768d3a0603056d1bdc.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
22951,hot-pink,1,random_audit,imagereward:test:010817-0088,mother theresa eating a terrapin ,93eef9cfe3558d21cd24ea834af6e24f85f955753e9577af6c4f2e4647284f0d,imagereward:images/test/test_2/54c0c1bd-d97a-4982-b9a4-069e14c4416d.webp,imagereward:images/test/test_2/95f54be5-224b-4d3d-b64d-2ecd1f0e6e55.webp,0.16113215684890747,0.19273480772972107,-0.0316026508808136,gallery_images/555b0de43cce15ae0bbf32d4.jpg,gallery_images/9f2599538c6141572a399ed0.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38923,red-and-yellow,1,supportive,imagereward:test:010856-0009,funny peanut butter ,b18ea9950d494d375d0c180c19fd090da6228f69d114cdf9665f8628abd7a871,imagereward:images/test/test_2/6ef90e07-041c-4fc0-bcb9-7af2346f05a3.webp,imagereward:images/test/test_2/8b7d05e4-9a3b-4c73-b087-104251033467.webp,0.3352418541908264,0.16778285801410675,0.16745899617671967,gallery_images/a909c3206468ab24ae922ba2.jpg,gallery_images/3dc52bcc5f9d782b00729f67.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}",unverified,,,
38923,red-and-yellow,1,supportive,imagereward:test:007108-0023,"Drama King, photorealistic portrait, 8K, Cinematic lights",ef2867fcf92c49c0e0df371e211de33e9cb3a855515d164fb388da6adfa9674f,imagereward:images/test/test_1/d8094a3b-ed0f-4eb7-9b92-7c3b07f84cb7.webp,imagereward:images/test/test_1/ac661be8-4c31-48cf-a99f-32633b6c4504.webp,0.27453702688217163,0.17606011033058167,0.09847691655158997,gallery_images/d84aa0defe0700805d729886.jpg,gallery_images/51104f6c5db156805e1e2dd9.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38923,red-and-yellow,1,counterexample,imagereward:test:010856-0009,funny peanut butter ,b18ea9950d494d375d0c180c19fd090da6228f69d114cdf9665f8628abd7a871,imagereward:images/test/test_2/2ffb0136-0b1d-4f69-91a6-6c9db9cf1fc5.webp,imagereward:images/test/test_2/6ef90e07-041c-4fc0-bcb9-7af2346f05a3.webp,0.1998175084590912,0.3352418541908264,-0.13542434573173523,gallery_images/275ee57f8278bac8d593f026.jpg,gallery_images/a909c3206468ab24ae922ba2.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}",unverified,,,
38923,red-and-yellow,1,counterexample,imagereward:test:007019-0095,"astronaut drifting afloat in space, in the darkness away from anyone else, alone, digital render, detailed illustration, black background dotted with stars, concept art, realistic, 8 k ",1cc69dd90585fe53b316368e8bec20b67a8c2abe627e4c2c13fb492b5775f876,imagereward:images/test/test_1/2d047220-c2f9-4dcc-b4c4-96496276f3fd.webp,imagereward:images/test/test_1/866fa2de-dab0-4f9d-bbbf-f6572dadb2f2.webp,0.17791065573692322,0.30135369300842285,-0.12344303727149963,gallery_images/033d5b9651fcf749d627459e.jpg,gallery_images/b9b07a436bb436e9b5cc5949.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""People""}",unverified,,,
38923,red-and-yellow,1,random_audit,imagereward:test:010856-0009,funny peanut butter ,b18ea9950d494d375d0c180c19fd090da6228f69d114cdf9665f8628abd7a871,imagereward:images/test/test_2/d7efc9ab-5b83-4dfb-9f37-e5c3494a9c6a.webp,imagereward:images/test/test_2/531fca9a-19dd-4e5d-8e15-f9a6ece8b56a.webp,0.2913258969783783,0.2769789695739746,0.014346927404403687,gallery_images/7ffe2a14962798eca3100109.jpg,gallery_images/0b806a27ddcd7cc557d84d91.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Food""}",unverified,,,
38923,red-and-yellow,1,random_audit,imagereward:test:010921-0064,"a bright fantasy city built between cliffs, sleek glass buildings, elegant bridges between stalactites, illustration, raining, dark and moody lighting, at night, digital art, oil painting, cold blue tones, fantasy, 8 k, trending on artstation, detailed ",665c1a33f8f1af344f90fa208a200d26840e5d698cb7054b07fa9ce4364938a1,imagereward:images/test/test_2/8e9869da-ad15-4209-9f90-ea7151e54617.webp,imagereward:images/test/test_2/5bf2c29b-2bca-43d0-acae-95349b0fc3fb.webp,0.26137274503707886,0.19099368155002594,0.07037906348705292,gallery_images/36721de70456c61d1b60f0e9.jpg,gallery_images/038b27ec77946b917cde1395.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Outdoor Scenes""}",unverified,,,
21229,hairstyle,1,supportive,imagereward:test:009006-0102,"Horrifying creature, haunted, horror",6ee1b52c63caf60d8db23751287681018dfce76c98cca49820b5a1a91db4b14a,imagereward:images/test/test_1/47761b6c-fcc4-4ebc-b29c-cb09c59deddb.webp,imagereward:images/test/test_1/6a645f68-b9a1-4b80-999c-46bcb96f1829.webp,0.33927708864212036,0.21431109309196472,0.12496599555015564,gallery_images/1cf2f88c73d465d48841e83c.jpg,gallery_images/450475776fe25338e2729d6b.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Arts""}",unverified,,,
21229,hairstyle,1,supportive,imagereward:test:008289-0059,"film still of the geisha robot from ghost in the shell, cinematic lighting, 3 5 mm, high resolution ",3bd7d4dddc3e23f3607fda60a8645e56af48b86a319f4d55650264f6bab14574,imagereward:images/test/test_1/d5a97b27-8f4d-444b-ac87-b756a3fd4bae.webp,imagereward:images/test/test_1/128c175b-0862-454d-acbc-cb28100a1333.webp,0.33934372663497925,0.24895918369293213,0.09038454294204712,gallery_images/e1c8d204d61512a98cab0302.jpg,gallery_images/9e6842572849591a2cbefa85.jpg,"{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}","{""model_id"": null, ""negative_prompt"": null, ""gs"": null, ""steps"": null, ""scheduler_cls"": null, ""classification"": ""Artifacts""}",unverified,,,
